Месяц,Торговое наименование,МНН / Действ. вещества,Лек. форма,Страна производителя,Фармако-терапевтическая группа,ЖНВЛП,ПККН,Характер,flag,Кол-во
2024-02-29,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",46.0
2024-03-31,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",37.0
2024-04-30,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусные средства системного действия; противовирусные средства прямого действия; противовирусные средства для лечения гепатита C,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",45.0
2024-07-31,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",45.0
2024-09-30,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",42.0
2024-11-30,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",40.0
2024-12-31,мавирет,глекапревир + пибрентасвир,"гранулы, покрытые оболочкой [для детей]",СОЕДИНЕННЫЕ ШТАТЫ,противовирусное средство,Да,Нет,,"мавиретгранулы, покрытые оболочкой [для детей]",46.0
2023-04-30,мавирет,глекапревир + пибрентасвир,таблетки,ИРЛАНДИЯ,противовирусные средства системного действия; противовирусные средства прямого действия; противовирусные средства для лечения гепатита C,Да,Нет,,мавиреттаблетки,113.0
2023-12-31,мавирет,глекапревир + пибрентасвир,таблетки,ИРЛАНДИЯ,противовирусные средства системного действия; противовирусные средства прямого действия; противовирусные средства для лечения гепатита C,Да,Нет,,мавиреттаблетки,121.0
2024-04-30,мавирет,глекапревир + пибрентасвир,таблетки,ИРЛАНДИЯ,противовирусные средства системного действия; противовирусные средства прямого действия; противовирусные средства для лечения гепатита C,Да,Нет,,мавиреттаблетки,105.0
2024-12-31,мавирет,глекапревир + пибрентасвир,таблетки,ИРЛАНДИЯ,противовирусные средства системного действия; противовирусные средства прямого действия; противовирусные средства для лечения гепатита C,Да,Нет,,мавиреттаблетки,98.0
2023-12-31,макропен,мидекамицин,гранулы для приготовления суспензии для приёма внутрь,СЛОВЕНИЯ,антибиотик-макролид,Нет,Нет,,макропенгранулы для приготовления суспензии для приёма внутрь,31.0
2024-12-31,макропен,мидекамицин,гранулы для приготовления суспензии для приёма внутрь,СЛОВЕНИЯ,антибиотик-макролид,Нет,Нет,,макропенгранулы для приготовления суспензии для приёма внутрь,38.0
2023-02-28,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,82.0
2023-04-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,81.0
2023-06-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,74.0
2023-11-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,78.0
2024-02-29,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,68.0
2024-04-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,69.0
2024-06-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,63.0
2024-11-30,максицентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,максицентантаблетки,47.0
2023-01-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,117.0
2023-02-28,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,117.0
2023-03-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,116.0
2023-04-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,109.0
2023-06-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,109.0
2023-07-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,130.0
2023-08-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,96.0
2023-09-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,87.0
2024-01-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,72.0
2024-02-29,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,75.0
2024-03-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,78.0
2024-04-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,67.0
2024-06-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,69.0
2024-07-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,75.0
2024-08-31,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,86.0
2024-09-30,манинил 1.75,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 1.75таблетки,61.0
2023-01-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,90.0
2023-02-28,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,85.0
2023-03-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,85.0
2023-04-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,90.0
2023-06-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,80.0
2023-07-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,87.0
2023-08-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,74.0
2023-09-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,76.0
2024-01-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,71.0
2024-02-29,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,78.0
2024-03-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,70.0
2024-04-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,70.0
2024-06-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,65.0
2024-07-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,67.0
2024-08-31,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,73.0
2024-09-30,манинил 3.5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 3.5таблетки,67.0
2023-01-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,40.0
2023-02-28,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,36.0
2023-03-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,34.0
2023-04-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,32.0
2023-06-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,15.0
2023-07-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,15.0
2023-08-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,9.0
2023-09-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-01-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,10.0
2024-02-29,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-03-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-04-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-06-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-07-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-08-31,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2024-09-30,манинил 5,глибенкламид,таблетки,ГЕРМАНИЯ,гипогликемическое средство для перорального применения группы сульфонилмочевины II поколения,Да,Нет,,манинил 5таблетки,1.0
2023-02-28,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,112.0
2023-04-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,109.0
2023-06-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,116.0
2023-11-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,107.0
2024-02-29,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,112.0
2024-04-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,109.0
2024-06-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,95.0
2024-11-30,мацитентан,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентантаблетки,94.0
2023-02-28,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,116.0
2023-04-30,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,118.0
2023-06-30,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,121.0
2024-02-29,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,105.0
2024-04-30,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,111.0
2024-06-30,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,104.0
2024-11-30,мацитентан пск,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан псктаблетки,97.0
2023-02-28,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,43.0
2023-04-30,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,35.0
2023-06-30,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,30.0
2024-02-29,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,26.0
2024-04-30,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,29.0
2024-06-30,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,30.0
2024-11-30,мацитентан-фс,мацитентан,таблетки,РОССИЯ,антигипертензивные средства; другие антигипертензивные средства; антигипертензивные средства для лечения легочной артериальной гипертензии,Да,Нет,,мацитентан-фстаблетки,27.0
2023-02-28,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,118.0
2023-03-31,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,112.0
2023-04-30,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,113.0
2023-10-31,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,108.0
2024-02-29,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,110.0
2024-03-31,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,109.0
2024-04-30,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,102.0
2024-10-31,мебендазол,мебендазол,таблетки,РОССИЯ,антигельминтное средство,Да,Нет,,мебендазолтаблетки,102.0
2023-06-30,мегадексан,дексаметазон,таблетки,РОССИЯ,глюкокортикостероид,Да,Нет,,мегадексантаблетки,41.0
2023-12-31,мегадексан,дексаметазон,таблетки,РОССИЯ,глюкокортикостероид,Да,Нет,,мегадексантаблетки,50.0
2024-01-31,мегадексан,дексаметазон,таблетки,РОССИЯ,глюкокортикостероид,Да,Нет,,мегадексантаблетки,36.0
2024-06-30,мегадексан,дексаметазон,таблетки,РОССИЯ,глюкокортикостероид,Да,Нет,,мегадексантаблетки,29.0
2024-12-31,мегадексан,дексаметазон,таблетки,РОССИЯ,глюкокортикостероид,Да,Нет,,мегадексантаблетки,36.0
2023-03-31,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,87.0
2023-04-30,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,62.0
2023-10-31,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,75.0
2024-03-31,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,83.0
2024-04-30,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,64.0
2024-10-31,мезавант,месалазин,таблетки,ИТАЛИЯ,противовоспалительное кишечное средство,Да,Нет,,мезаванттаблетки,79.0
2023-03-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,83.0
2023-04-30,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,97.0
2023-07-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,83.0
2023-08-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,88.0
2023-11-30,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,76.0
2024-03-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,76.0
2024-04-30,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,70.0
2024-07-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,65.0
2024-08-31,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,62.0
2024-11-30,мезатон,фенилэфрин,раствор,РОССИЯ,"средства для лечения заболеваний сердца; кардиотонические средства, кроме сердечных гликозидов; адренергические и дофаминергические средства",Да,Нет,,мезатонраствор,46.0
2023-03-31,мексидол,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексидолраствор,107.0
2024-03-31,мексидол,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексидолраствор,109.0
2023-03-31,мексидол,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,антиоксидантное средство,Да,Нет,,мексидолтаблетки,97.0
2024-03-31,мексидол,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,антиоксидантное средство,Да,Нет,,мексидолтаблетки,84.0
2023-03-31,мексикор,этилметилгидроксипиридина сукцинат,капсулы,РОССИЯ,антиоксидантное средство,Да,Нет,,мексикоркапсулы,105.0
2024-03-31,мексикор,этилметилгидроксипиридина сукцинат,капсулы,РОССИЯ,антиоксидантное средство,Да,Нет,,мексикоркапсулы,121.0
2023-03-31,мексикор,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексикорраствор,116.0
2024-03-31,мексикор,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексикорраствор,120.0
2023-03-31,мексиприм,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексипримраствор,116.0
2023-11-30,мексиприм,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексипримраствор,115.0
2024-03-31,мексиприм,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексипримраствор,107.0
2024-11-30,мексиприм,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексипримраствор,111.0
2023-03-31,мексиприм,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,антиоксидантное средство,Да,Нет,,мексипримтаблетки,121.0
2023-11-30,мексиприм,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексипримтаблетки,122.0
2024-03-31,мексиприм,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,антиоксидантное средство,Да,Нет,,мексипримтаблетки,107.0
2024-11-30,мексиприм,этилметилгидроксипиридина сукцинат,таблетки,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексипримтаблетки,103.0
2023-03-31,мексифин,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексифинраствор,29.0
2023-11-30,мексифин,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексифинраствор,27.0
2024-03-31,мексифин,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,антиоксидантное средство,Да,Нет,,мексифинраствор,27.0
2024-11-30,мексифин,этилметилгидроксипиридина сукцинат,раствор,РОССИЯ,другие средства для лечения заболеваний нервной системы,Да,Нет,,мексифинраствор,24.0
2023-01-31,мелипрамин,имипрамин,таблетки,ВЕНГРИЯ,антидепрессант,Да,Нет,,мелипраминтаблетки,113.0
2023-02-28,мелипрамин,имипрамин,таблетки,ВЕНГРИЯ,антидепрессант,Да,Нет,,мелипраминтаблетки,105.0
